City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,blackmans bay,-43.0167,147.3167,13.74,62,100,1.35,AU,1722993502
83,miringa,10.7312,12.1463,21.07,93,100,4.12,NG,1722993503
84,puerto ayora,-0.7393,-90.3518,20.31,90,86,1.79,EC,1722993504
85,andergrove,-21.0833,149.1833,24.25,79,0,5.2,AU,1722993507
86,sault ste. marie,46.5168,-84.3333,19.16,68,0,5.14,CA,1722993242
87,hawaiian paradise park,19.5933,-154.9731,29.29,67,20,4.12,US,1722993509
88,petrovsk-zabaykal'skiy,51.273,108.843,20.01,52,95,1.33,RU,1722993510
89,coquimbo,-29.9533,-71.3436,11.1,76,100,2.83,CL,1722993511
90,bangassou,4.7413,22.8184,20.83,96,100,0.94,CF,1722993512
91,ola,59.5833,151.2833,11.47,83,100,1.73,RU,1722993513
92,isafjordur,66.0755,-23.124,6.17,94,100,2.06,IS,1722993514
93,shenjiamen,29.9576,122.298,29.01,83,37,3.27,CN,1722993516
94,junin de los andes,-39.9504,-71.0694,-0.63,84,92,3.01,AR,1722993517
95,port hedland,-20.3167,118.5667,22.03,35,0,2.57,AU,1722993518
96,geraldton,-28.7667,114.6,19.23,82,75,7.2,AU,1722993519
97,khorixas,-20.3667,14.9667,14.51,39,11,0.06,NA,1722993520
98,arno,60.1167,18.6333,17.66,85,0,1.76,SE,1722993521
99,ushuaia,-54.8,-68.3,-2.19,74,0,2.06,AR,1722993476
100,mahina,-17.5065,-149.489,27.87,74,20,8.75,PF,1722993524
101,qaqortoq,60.7167,-46.0333,9.09,91,100,2.07,GL,1722993525
102,tambopata,-12.7333,-69.1833,24.64,69,7,0.43,PE,1722993526
103,port alfred,-33.5906,26.891,13.6,70,0,4.32,ZA,1722993527
104,arkhangel'sk,64.5401,40.5433,9.06,100,0,3.0,RU,1722993528
105,rakops,-21.0167,24.3333,13.93,65,0,3.37,BW,1722993529
106,dhidhdhoo,6.8833,73.1,28.01,77,100,4.98,MV,1722993530
107,narasannapeta,18.4167,84.05,24.78,93,100,2.13,IN,1722993532
108,launceston,-41.45,147.1667,13.52,76,49,7.2,AU,1722993533
109,vazante,-17.9869,-46.9078,18.87,39,0,0.76,BR,1722993534
110,peru,40.7537,-86.0689,22.53,87,84,6.11,US,1722993535
111,fale old settlement,-9.3852,-171.2468,28.28,74,76,6.26,TK,1722993536
112,montescaglioso,40.5522,16.6669,25.01,38,0,1.44,IT,1722993537
113,homer,59.6425,-151.5483,17.93,67,100,3.6,US,1722993538
114,kloulklubed,7.0419,134.2556,34.28,74,100,5.56,PW,1722993539
115,lokbatan,40.3237,49.728,27.99,64,0,10.32,AZ,1722993541
116,meadville,41.6414,-80.1515,20.58,97,100,2.06,US,1722993542
117,tura,25.5198,90.2201,23.82,97,100,1.43,IN,1722993314
118,karoi,-16.8099,29.6925,12.89,66,1,2.51,ZW,1722993544
119,susaki,33.3667,133.2833,32.04,65,0,2.07,JP,1722993545
120,puerto colombia,10.9878,-74.9547,27.05,83,100,1.78,CO,1722993546
121,san patricio,28.017,-97.5169,31.97,63,1,5.71,US,1722993549
122,simanggang,1.2472,111.4528,24.99,94,20,1.54,MY,1722993550
123,klyuchi,52.2667,79.1667,19.88,76,100,1.81,RU,1722993551
124,udachny,66.4167,112.4,12.47,56,33,0.77,RU,1722993552
125,tarfaya,27.9358,-12.9218,20.65,92,0,8.98,MA,1722993553
126,port lincoln,-34.7333,135.8667,14.2,60,50,7.07,AU,1722993554
127,manta,-0.95,-80.7333,22.88,83,75,5.14,EC,1722993555
128,yuxia,34.0615,108.6291,29.34,71,100,1.19,CN,1722993557
129,wailua homesteads,22.0669,-159.378,28.44,73,40,6.17,US,1722993558
130,lebu,-37.6167,-73.65,6.36,82,0,2.6,CL,1722993546
131,cockburn town,21.4612,-71.1419,27.99,85,99,7.75,TC,1722993560
132,severo-yeniseyskiy,60.3725,93.0408,17.9,77,65,1.11,RU,1722993561
133,abu zabad,12.35,29.25,24.15,81,100,3.59,SD,1722993562
134,shawano,44.7822,-88.609,20.0,76,34,1.93,US,1722993563
135,dzuunharaa,48.8523,106.4579,18.06,80,100,1.45,MN,1722993564
136,thrakomakedones,38.1294,23.7574,26.68,59,0,1.79,GR,1722993565
137,port elizabeth,-33.918,25.5701,10.17,93,0,2.92,ZA,1722993567
138,bredasdorp,-34.5322,20.0403,8.85,91,0,1.56,ZA,1722993569
139,rongelap,11.1635,166.8941,28.7,77,100,4.64,MH,1722993570
140,crane,31.3974,-102.3501,34.63,21,0,4.34,US,1722993571
141,kone,-21.0595,164.8658,25.65,42,0,2.63,NC,1722993572
142,papatowai,-46.5619,169.4708,12.73,52,100,2.21,NZ,1722993573
143,whitehorse,60.7161,-135.0538,28.9,24,0,5.66,CA,1722993574
144,selkirk,50.1436,-96.8845,23.38,60,96,0.45,CA,1722993576
145,kavaratti,10.5669,72.642,26.71,83,100,3.91,IN,1722993577
146,bowen,-20.0167,148.2333,22.55,70,7,3.85,AU,1722993578
147,kingston,17.997,-76.7936,27.87,96,71,0.23,JM,1722993208
148,callaway,30.153,-85.5699,31.06,83,0,5.66,US,1722993580
149,thompson,55.7435,-97.8558,12.09,94,100,3.09,CA,1722993581
150,lazaro cardenas,17.9583,-102.2,28.78,74,100,2.49,MX,1722993582
151,saint augustine beach,29.8505,-81.2654,28.38,78,75,5.66,US,1722993583
152,sarpol-e zahab,34.4611,45.8626,30.52,20,0,3.12,IR,1722993585
153,alice springs,-23.7,133.8833,17.75,45,0,3.09,AU,1722993557
154,basoko,1.2391,23.616,23.82,72,100,0.49,CD,1722993587
155,gillette,44.2911,-105.5022,31.29,23,100,0.48,US,1722993588
156,east london,-33.0153,27.9116,13.76,63,0,3.86,ZA,1722993589
157,hasaki,35.7333,140.8333,31.27,82,60,4.31,JP,1722993590
158,puerto natales,-51.7236,-72.4875,-2.03,92,100,1.17,CL,1722993591
159,sur,22.5667,59.5289,28.24,72,84,4.41,OM,1722993593
160,suva,-18.1416,178.4415,23.71,69,75,6.17,FJ,1722993317
161,torit,4.4133,32.5678,20.31,75,100,1.44,SS,1722993595
162,zhangjiajie,29.1294,110.4783,31.04,65,81,1.25,CN,1722993596
163,pico truncado,-46.7949,-67.9573,1.88,84,100,1.46,AR,1722993334
164,kalmunai,7.4167,81.8167,27.04,79,100,1.49,LK,1722993598
165,juankoski,63.0667,28.35,12.98,91,2,1.93,FI,1722993599
166,raduzhny,62.0961,77.475,9.93,67,8,4.39,RU,1722993601
167,lebyazh'ye,55.2689,66.4947,15.15,94,0,2.2,RU,1722993602
168,las lomitas,-24.7096,-60.593,25.31,51,99,1.83,AR,1722993603
169,manaure,11.7751,-72.4445,27.55,80,100,3.42,CO,1722993372
170,galle,6.0367,80.217,27.1,84,54,4.97,LK,1722993313
171,kuqa,41.7278,82.9364,22.87,40,1,1.42,CN,1722993608
172,neryungri,56.6709,124.6491,17.35,71,49,2.09,RU,1722993610
173,saynshand,44.8824,110.1163,24.62,41,6,5.0,MN,1722993611
174,velyka lepetykha,47.1757,33.9436,24.63,41,98,0.94,UA,1722993612
175,mosjoen,65.836,13.1908,14.29,88,3,0.0,NO,1722993615
176,avarua,-21.2078,-159.775,25.03,83,100,4.12,CK,1722993617
177,vorgashor,67.5833,63.95,6.47,68,14,3.49,RU,1722993618
178,ilomantsi,62.6716,30.9328,12.05,86,5,2.1,FI,1722993619
179,cuorgne,45.3895,7.6499,23.18,85,0,3.63,IT,1722993621
180,altai,46.3722,96.2583,17.16,25,62,1.54,MN,1722993622
181,badger,64.8,-147.5333,23.95,50,75,3.09,US,1722993623
182,wotho,10.1657,166.0102,28.64,76,70,4.77,MH,1722993627
183,mount isa,-20.7333,139.5,19.87,30,0,5.14,AU,1722993628
184,carutapera,-1.195,-46.02,25.3,82,100,2.67,BR,1722993629
185,sao jose da coroa grande,-8.8978,-35.1478,24.09,78,6,4.61,BR,1722993630
186,kasane,-17.8167,25.15,15.65,33,0,1.87,BW,1722993631
187,vilyuchinsk,52.9306,158.4028,14.15,96,100,1.49,RU,1722993632
188,brokopondo,4.75,-55.1667,26.2,84,37,3.97,SR,1722993633
189,nyurba,63.2842,118.3319,15.11,56,14,3.21,RU,1722993636
190,pimentel,-6.8367,-79.9342,17.16,82,0,8.23,PE,1722993637
191,mpumalanga,-26.0,30.0,6.3,64,0,0.6,ZA,1722993638
192,huarmey,-10.0681,-78.1522,17.18,86,13,5.62,PE,1722993307
193,colonia,50.9333,6.95,20.53,83,0,0.51,DE,1722993518
194,ambon,-3.6954,128.1814,26.6,95,75,2.57,ID,1722993641
195,la'ie,21.6477,-157.9253,30.98,70,0,4.92,US,1722993642
196,dryden,49.7833,-92.7503,20.16,49,40,2.06,CA,1722993643
197,plouguerneau,48.6,-4.5,15.28,93,75,2.06,FR,1722993644
198,saint-pierre,-21.3393,55.4781,18.82,59,20,4.12,RE,1722993645
199,atafu village,-8.5421,-172.5159,28.2,77,100,5.65,TK,1722993646
200,mata-utu,-13.2816,-176.1745,25.87,75,100,9.05,WF,1722993647
201,lashio,22.9333,97.75,21.05,99,98,0.32,MM,1722993649
202,new norfolk,-42.7826,147.0587,14.4,72,100,1.83,AU,1722993650
203,chibougamau,49.9168,-74.3659,13.79,54,0,3.09,CA,1722993651
204,gumdag,39.2061,54.5906,27.33,68,93,6.43,TM,1722993652
205,ishim,56.1128,69.4902,14.94,97,6,2.48,RU,1722993653
206,albany,42.6001,-73.9662,19.01,90,100,1.79,US,1722993524
207,ridder,50.355,83.5133,16.62,72,24,0.78,KZ,1722993657
208,kuching,1.55,110.3333,27.27,96,40,1.03,MY,1722993658
209,tshikapa,-6.4167,20.8,23.15,31,81,1.16,CD,1722993659
210,mount gambier,-37.8333,140.7667,13.38,70,5,4.45,AU,1722993661
211,vernon,50.2581,-119.2691,30.52,23,82,1.79,CA,1722993387
212,aasiaat,68.7098,-52.8699,3.68,95,97,3.16,GL,1722993663
213,alofi,-19.0595,-169.9187,24.94,65,75,5.14,NU,1722993664
214,kolonia town,6.964,158.206,28.06,100,100,2.57,FM,1722993665
215,maridi,4.9158,29.4742,19.26,89,100,1.25,SS,1722993666
216,wynyard,-41.0,145.7167,12.88,81,27,0.89,AU,1722993667
217,lively,46.4334,-81.1498,17.51,67,0,2.93,CA,1722993668
218,mount pearl,47.5166,-52.7813,16.64,90,75,7.2,CA,1722993669
219,nova vicosa,-17.8919,-39.3719,22.09,77,11,2.86,BR,1722993670
220,murghob,38.1702,73.9667,9.16,54,5,1.82,TJ,1722993671
221,hamilton,39.1834,-84.5333,30.0,68,0,3.6,US,1722993354
222,tongouson,5.0214,120.1328,28.79,76,89,3.85,PH,1722993674
223,sisimiut,66.9395,-53.6735,5.71,89,100,2.11,GL,1722993675
224,aswan,24.0934,32.907,31.61,66,40,6.17,EG,1722993676
225,san antonio oeste,-40.7319,-64.9477,9.45,77,100,10.73,AR,1722993677
226,loreto,22.2667,-101.9667,24.33,36,96,5.5,MX,1722993678
227,vadso,70.0744,29.7487,12.49,81,18,2.06,NO,1722993679
228,baturaja,-4.1333,104.1667,26.14,74,60,1.47,ID,1722993680
229,tsiombe,-25.3,45.4833,19.3,81,100,3.98,MG,1722993681
230,minas de marcona,-15.2119,-75.1103,10.17,90,77,5.79,PE,1722993682
231,casper,42.8666,-106.3131,32.33,22,0,7.2,US,1722993619
232,egilsstadir,65.2653,-14.3948,8.95,87,20,0.51,IS,1722993684
233,bani walid,31.7566,13.9942,24.72,68,2,4.09,LY,1722993686
234,gewane,10.1664,40.6453,24.16,79,98,1.07,ET,1722993687
235,west kelowna,49.8625,-119.5833,30.49,20,0,5.66,CA,1722993688
236,gulariya,28.2333,81.3333,24.65,95,100,2.45,NP,1722993689
237,tangalle,6.024,80.7911,25.34,90,100,3.8,LK,1722993690
238,iskateley,67.6803,53.1512,6.37,79,8,2.83,RU,1722993692
239,solwezi,-12.1688,26.3894,14.01,34,5,1.76,ZM,1722993693
240,faya-largeau,17.9257,19.1043,30.68,53,67,5.28,TD,1722993694
241,baise city,23.8997,106.6133,29.08,99,16,0.72,CN,1722993695
242,buala,-8.145,159.5921,28.67,71,20,3.68,SB,1722993696
243,karachi,24.9056,67.0822,27.9,78,75,6.17,PK,1722993698
244,umm kaddadah,13.6017,26.6876,28.25,61,100,6.01,SD,1722993699
245,sinabang,2.4803,96.3801,23.74,92,100,0.88,ID,1722993494
246,west island,-12.1568,96.8225,26.99,69,2,5.14,CC,1722993701
247,szamotuly,52.612,16.5779,15.55,72,0,2.25,PL,1722993702
248,san martin,-33.081,-68.4681,8.3,46,100,4.55,AR,1722993703
249,prince rupert,54.3161,-130.3201,14.05,95,100,5.14,CA,1722993704
250,mogadishu,2.0371,45.3438,24.64,88,31,6.35,SO,1722993705
251,ancud,-41.8697,-73.8203,6.0,87,48,2.49,CL,1722993706
252,las tablas,7.7667,-80.2833,25.65,99,96,1.57,PA,1722993707
253,hadibu,12.65,54.0333,24.99,78,61,9.13,YE,1722993708
254,karratha,-20.7377,116.8463,22.12,35,0,2.48,AU,1722993710
255,nar'yan-mar,67.6713,53.087,6.32,79,7,2.86,RU,1722993711
256,port macquarie,-31.4333,152.9167,18.83,53,87,0.89,AU,1722993712
257,arenapolis,-14.4503,-56.8461,22.89,33,1,2.09,BR,1722993713
258,kerikeri,-35.2268,173.9474,13.4,62,89,2.1,NZ,1722993715
259,sao joao da barra,-21.6403,-41.0511,23.41,83,0,10.7,BR,1722993716
260,zhanaozen,43.3,52.8,30.13,27,4,3.22,KZ,1722993717
261,labrador city,52.9463,-66.9114,8.99,83,100,5.36,CA,1722993718
262,n'djamena,12.1067,15.0444,23.98,94,40,3.09,TD,1722993720
263,walvis bay,-22.9575,14.5053,11.72,95,72,2.12,NA,1722993722
264,utrik,11.2278,169.8474,28.49,77,35,5.7,MH,1722993723
265,shahrud,36.4182,54.9763,25.84,30,14,2.66,IR,1722993724
266,ustyuzhna,58.8394,36.4321,14.44,90,100,1.54,RU,1722993726
267,gazipasa,36.2694,32.3179,24.05,88,0,2.57,TR,1722993727
268,zlocieniec,53.5329,16.0113,14.38,90,7,2.41,PL,1722993716
269,nogliki,51.8333,143.1667,23.98,71,97,5.73,RU,1722993729
270,sultanah,24.4926,39.5857,33.25,31,20,4.12,SA,1722993730
271,zeya,53.75,127.2667,23.75,56,95,1.09,RU,1722993731
272,sabang,5.8933,95.3214,27.7,80,100,8.95,ID,1722993732
273,north fort myers,26.6673,-81.8801,30.01,89,20,5.14,US,1722993734
274,ghanzi,-21.5667,21.7833,15.06,35,0,3.18,BW,1722993735
275,jimenez,28.3333,-105.4,33.56,27,86,1.41,MX,1722993736
276,cannonvale,-20.2833,148.7,24.77,73,7,4.64,AU,1722993737
277,popondetta,-8.7537,148.2534,30.98,56,100,1.9,PG,1722993738
278,rio claro,-22.4114,-47.5614,19.45,45,2,2.06,BR,1722993254
279,cadale,2.7603,46.3222,24.7,88,44,6.41,SO,1722993740
280,kalevala,65.2,31.1667,7.31,73,10,1.43,RU,1722993741
281,fethiye,36.6217,29.1164,26.93,43,0,1.41,TR,1722993742
282,kayyerkan,69.3786,87.7439,9.37,68,0,10.88,RU,1722993743
283,progreso,21.2833,-89.6667,31.17,87,80,3.38,MX,1722993744
284,lido di ostia,41.7321,12.2765,26.71,3,0,1.54,IT,1722993746
285,ocean city,39.2776,-74.5746,25.66,86,100,5.91,US,1722993476
286,maumere,-8.6199,122.2111,27.62,67,4,1.63,ID,1722993748
287,chifeng,42.2683,118.9636,27.12,56,97,2.58,CN,1722993749
288,yemva,62.59,50.8594,9.78,87,100,2.63,RU,1722993750
289,irondequoit,43.2134,-77.5797,19.25,92,100,2.37,US,1722993751
290,timmins,48.4669,-81.3331,15.9,55,20,2.06,CA,1722993752
291,raub,3.7899,101.857,27.06,91,99,0.07,MY,1722993753
292,yaren,-0.5472,166.916,28.28,70,100,1.92,NR,1722993754
293,flying fish cove,-10.4217,105.6791,24.82,83,75,5.66,CX,1722993757
294,belyy yar,53.6039,91.3903,16.94,77,0,2.0,RU,1722993758
295,miedzyzdroje,53.9292,14.451,18.1,80,25,3.51,PL,1722993558
296,banda aceh,5.5577,95.3222,27.48,76,84,5.8,ID,1722993760
297,greymouth,-42.4667,171.2,11.29,69,100,2.04,NZ,1722993761
298,greenland,43.0362,-70.8328,19.27,79,100,0.0,US,1722993762
299,turpan,42.9333,89.1667,33.56,23,100,2.52,CN,1722993763
300,acarau,-2.8856,-40.12,25.0,84,4,7.12,BR,1722993764
301,mandalgovi,45.7625,106.2708,20.55,53,100,9.55,MN,1722993765
302,afaahiti,-17.75,-149.2833,26.93,83,2,8.83,PF,1722993766
303,amahai,-3.3333,128.9167,25.2,89,95,4.05,ID,1722993767
304,gobabis,-22.45,18.9667,12.77,25,9,1.55,NA,1722993769
305,kantabanji,20.4833,82.9167,23.19,97,100,1.35,IN,1722993770
306,portage,41.1667,-81.1998,20.42,81,100,1.54,US,1722993771
307,haiku-pauwela,20.9219,-156.3051,29.01,66,20,11.83,US,1722993772
308,san clemente del tuyu,-36.3569,-56.7235,12.69,100,100,3.22,AR,1722993699
309,sovetskaya gavan',48.9723,140.2878,23.71,75,13,2.86,RU,1722993774
310,castillos,-34.1667,-53.8333,15.8,97,100,4.44,UY,1722993775
311,dezhou,37.4486,116.2925,27.93,81,100,0.91,CN,1722993776
312,thinadhoo,0.5333,72.9333,28.29,69,7,1.62,MV,1722993777
313,port douglas,-16.4833,145.4667,23.02,69,82,2.02,AU,1722993778
314,cherdyn',60.403,56.4787,10.65,97,59,1.8,RU,1722993779
315,xilin hot,43.9667,116.0333,26.37,40,0,3.73,CN,1722993781
316,kruisfontein,-34.0033,24.7314,9.01,82,0,2.65,ZA,1722993782
317,billdal,57.5667,11.9333,17.79,82,87,3.13,SE,1722993783
318,grootfontein,-19.5667,18.1167,15.0,20,0,0.67,NA,1722993784
319,laguna,38.421,-121.4238,40.13,17,0,0.45,US,1722993785
320,bakanas,44.8081,76.2772,25.17,29,0,3.72,KZ,1722993786
321,lihue,21.9789,-159.3672,28.77,67,40,6.17,US,1722993787
322,smithers,54.7804,-127.1743,28.18,26,20,2.57,CA,1722993622
323,galliano,29.4422,-90.2992,31.11,68,84,5.28,US,1722993789
324,toropets,56.4978,31.6353,14.77,94,100,0.86,RU,1722993790
325,vicosa,-20.7539,-42.8819,16.9,54,0,2.31,BR,1722993792
326,la passe,45.5549,-0.8967,20.13,87,100,5.02,FR,1722993793
327,collie,-33.3667,116.15,12.95,86,2,5.87,AU,1722993794
328,quellon,-43.1167,-73.6167,6.29,84,4,2.17,CL,1722993795
329,dickinson,29.4608,-95.0513,32.31,73,0,1.54,US,1722993796
330,velikiy ustyug,60.7644,46.3106,11.82,95,100,2.26,RU,1722993797
331,okha,53.5739,142.9478,16.84,85,98,5.3,RU,1722993798
332,kabalo,-6.05,26.9167,24.15,27,88,1.54,CD,1722993799
333,ramganj,23.1,90.85,26.51,90,100,3.6,BD,1722993800
334,kitakata,37.65,139.8667,27.9,80,84,1.54,JP,1722993801
335,bozkurt,41.9577,34.0109,19.77,60,0,2.77,TR,1722993803
336,la palma,33.8464,-118.0467,33.34,65,20,4.12,US,1722993804
337,camana,-16.6228,-72.7111,15.67,91,3,4.39,PE,1722993805
338,quelimane,-17.8786,36.8883,20.97,100,0,0.0,MZ,1722993806
339,nemuro,43.3236,145.575,18.64,99,100,3.18,JP,1722993807
340,harper,4.375,-7.7169,23.59,82,100,4.31,LR,1722993808
341,revda,56.801,59.9303,11.92,99,87,1.2,RU,1722993809
342,itacarambi,-15.1022,-44.0919,22.25,59,0,3.22,BR,1722993810
343,porto novo,6.4965,2.6036,24.9,81,93,4.22,BJ,1722993811
344,nova sintra,14.8667,-24.7167,25.83,85,100,7.55,CV,1722993812
345,akjoujt,19.6969,-14.4164,28.78,48,7,6.31,MR,1722993813
346,glucksburg,54.8333,9.55,18.99,100,20,2.06,DE,1722993815
347,kikwit,-5.041,18.8162,25.82,31,98,1.37,CD,1722993816
348,paramonga,-10.6667,-77.8333,16.47,88,34,5.23,PE,1722993817
349,portland,45.5234,-122.6762,27.75,47,20,4.12,US,1722993122
350,torquay,50.4638,-3.5143,14.55,90,0,0.89,GB,1722993819
351,bairnsdale,-37.8333,147.6167,17.81,49,64,1.34,AU,1722993821
352,cestos city,5.46,-9.5828,24.49,85,100,5.14,LR,1722993824
353,codajas,-3.8367,-62.0569,26.8,46,89,1.1,BR,1722993825
354,qamdo,31.1667,97.2333,12.42,65,91,2.78,CN,1722993826
355,orkney,-26.9802,26.6727,8.07,65,0,2.33,ZA,1722993827
356,la sarre,48.8002,-79.1996,13.21,61,100,2.66,CA,1722993828
357,burang,30.25,81.1667,10.54,85,100,2.18,CN,1722993829
358,kill devil hills,36.0307,-75.676,25.55,95,0,3.6,US,1722993593
359,usinsk,65.9939,57.5281,7.67,70,57,4.81,RU,1722993832
360,fort bragg,35.139,-79.006,24.08,96,75,3.6,US,1722993833
361,plain city,41.298,-112.0861,37.56,21,0,0.45,US,1722993834
362,cooma,-36.2333,149.1333,11.57,51,9,0.88,AU,1722993835
363,ts'khinvali,42.2276,43.9686,17.12,88,80,1.58,GE,1722993836
364,labuan bajo,-8.4964,119.8877,27.2,67,9,0.89,ID,1722993837
365,bahraigh,27.5833,81.6,25.14,92,100,4.87,IN,1722993838
366,altinekin,38.3078,32.8686,23.31,45,1,6.19,TR,1722993839
